text,label,language
наебнулся,insult,ru
 пососи ми яйчелы,insult,ru
болван,insult,ru
черножепый,insult,ru
еб твою мать,insult,ru
овца,insult,ru
нахуяриться,insult,ru
остоебал,insult,ru
пиздецкое,insult,ru
ёбаная сука,insult,ru
отсоси потом проси,insult,ru
как мухи на говно,insult,ru
коза,insult,ru
одень,insult,ru
феменизм,insult,ru
алкаш,insult,ru
пизда,insult,ru
пондостания,insult,ru
уебался,insult,ru
хесосо,insult,ru
маза факер,insult,ru
пасть,insult,ru
опущеный,insult,ru
деревянный,insult,ru
ебанул,insult,ru
ахуй,insult,ru
блядь,insult,ru
чурка,insult,ru
пиздодушие,insult,ru
объебали,insult,ru
пердун старый,insult,ru
пьянь,insult,ru
пиздецкий,insult,ru
пиздопляска,insult,ru
глупизди,insult,ru
оберблядь,insult,ru
соси писос,insult,ru
ёб,insult,ru
спиздила,insult,ru
оскотоёбился,insult,ru
хуевина,insult,ru
блядистость,insult,ru
пендос,insult,ru
пиздабол,insult,ru
козлоёбина,insult,ru
изъебнуться,insult,ru
лох,insult,ru
трах,insult,ru
убью,insult,ru
мамку,insult,ru
соси хуй,insult,ru
ленивая жопа,insult,ru
подпиздывает,insult,ru
кресты,insult,ru
некрофил,insult,ru
пендостан,insult,ru
мудачье,insult,ru
мудак,insult,ru
скотоёбина,insult,ru
нигретов,insult,ru
нет яиц,insult,ru
жидоёбские,insult,ru
забить хуй,insult,ru
насрать,insult,ru
свинья,insult,ru
стояк,insult,ru
убъю,insult,ru
дувушка по вызову,insult,ru
ботаник,insult,ru
разъебали,insult,ru
спиздил,insult,ru
козлоёб,insult,ru
бурда,insult,ru
наркоту,insult,ru
хуй на нее,insult,ru
член тебе в рот,insult,ru
рак,insult,ru
бля,insult,ru
сосать,insult,ru
завали ебало,insult,ru
писос,insult,ru
промежность,insult,ru
соска,insult,ru
хуй тебе,insult,ru
пиздоёбищность,insult,ru
обосцыш,insult,ru
ебало,insult,ru
дрянной,insult,ru
да хуй его не возьмёт,insult,ru
сосунок,insult,ru
заебать,insult,ru
падла,insult,ru
бляхомудия,insult,ru
завали рот,insult,ru
уебалась,insult,ru
подзалупный,insult,ru
мондавошки,insult,ru
в жопу,insult,ru
шестерка,insult,ru
срать на тебя,insult,ru
ебанат вонючий,insult,ru
уёбище,insult,ru
жидоёб,insult,ru
нига,insult,ru
предатель,insult,ru
хуй моржерый,insult,ru
ебёт в рот и в жопу,insult,ru
шут гороховый,insult,ru
подофил,insult,ru
лолита,insult,ru
пендостания,insult,ru
пиздуй,insult,ru
не хначь,insult,ru
высший пиздец,insult,ru
долбаеб,insult,ru
пиздун,insult,ru
алкашная,insult,ru
мошонка,insult,ru
малоебущий,insult,ru
слон,insult,ru
распиздошить,insult,ru
трепездон,insult,ru
чухмен,insult,ru
доебался,insult,ru
ебаная блядь,insult,ru
пидорас,insult,ru
пиздобрат,insult,ru
подпиздываеть,insult,ru
да ебал я,insult,ru
нахуя,insult,ru
черт,insult,ru
баба яга,insult,ru
соси член,insult,ru
прокаженный,insult,ru
козлоёбище,insult,ru
уебаться,insult,ru
ебани,insult,ru
дурак несчастный,insult,ru
выебываться,insult,ru
пасть закрой,insult,ru
гандон,insult,ru
греблядь,insult,ru
заебали,insult,ru
ошибка природы,insult,ru
поебень,insult,ru
ты дурак,insult,ru
ёб твою мать,insult,ru
остоебала,insult,ru
остоебали,insult,ru
пиздецкая,insult,ru
пёзды,insult,ru
я твою мамку ебал,insult,ru
похуй,insult,ru
балван,insult,ru
ебаный карась,insult,ru
завали пасть,insult,ru
черт побери,insult,ru
дегенерат,insult,ru
азер,insult,ru
голоёбица,insult,ru
москали,insult,ru
у меня встал,insult,ru
пиздомания,insult,ru
гаишник,insult,ru
уебки,insult,ru
выёбываются,insult,ru
трепездонит,insult,ru
халявочник,insult,ru
исчезни,insult,ru
залупа коская,insult,ru
на хуй,insult,ru
секс,insult,ru
объебательство,insult,ru
сучьи сын,insult,ru
блоха,insult,ru
впиздячил,insult,ru
пердун,insult,ru
выебываешься,insult,ru
уёбищенски,insult,ru
факер,insult,ru
лабизаться,insult,ru
срачище,insult,ru
мордобой,insult,ru
окаченел,insult,ru
хуёво,insult,ru
хуйню нести,insult,ru
забил хуй,insult,ru
жук навозный,insult,ru
сучара,insult,ru
наротан,insult,ru
минет,insult,ru
я твою маму ебал,insult,ru
говносос,insult,ru
гадушник,insult,ru
шароёбится,insult,ru
халява,insult,ru
нигер,insult,ru
сучка,insult,ru
конченый,insult,ru
рачина,insult,ru
доебаться,insult,ru
наебашился,insult,ru
сосихуйский,insult,ru
ебать,insult,ru
головка от хуя,insult,ru
ведьма,insult,ru
крышка,insult,ru
крысеныш,insult,ru
пошел на хуй,insult,ru
пидоростан,insult,ru
заебись,insult,ru
ченый,insult,ru
засунь в жопу,insult,ru
конча,insult,ru
дубина,insult,ru
очкун,insult,ru
москаль,insult,ru
долбаебка,insult,ru
косоёбится,insult,ru
мондавошка,insult,ru
нимфоманка,insult,ru
ебанулась,insult,ru
подъёбка,insult,ru
жидоёбская,insult,ru
объебать,insult,ru
изъебнулась,insult,ru
трахал,insult,ru
наебщики,insult,ru
выёбываться,insult,ru
иди нахуй,insult,ru
косячок,insult,ru
мамка,insult,ru
запад,insult,ru
херотень,insult,ru
даун,insult,ru
бля буду,insult,ru
жопу порву маргала выкалю,insult,ru
"ну все, тебе пизда",insult,ru
хуй,insult,ru
дуб дубом,insult,ru
